,address_id,house_number,block_number,building_name,street_name,locality,landmark,state,division,district,taluka,village,pincode
3900,25d9bdb0870e92f069cbb48144cc3068,,,,,,,MAHARASHTRA,Konkan,Raigarh,Panvel,Ulawe,400706
3901,25d9dd1b2298bdff2e70caeb404f4903,,,,"Upper Savarkar Nagar, Adjoining to Goda Park Gangapur Road, Nashik",Gangapur Road,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422013
3902,25dd4ca7cfee75f0d0bde7012ef8d2d9,,,,GEN A K VAIDYA MARG,DINDOSHI - MALAD,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400097
3903,25e29f0b9c9c338347b6d139ef47dfc3,,,,MUMBAI,DAHISAR EAST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400066
3904,25e419b8b00c41ec77a1fb3eefb7eae3,,,,CHEHADI PUMPING ROAD,KRISHNA COLONY,,MAHARASHTRA,Nashik,Nashik,Nashik,CHEHEDI BK,422101
3905,25e4dd91896c3e748bdf54db421162da,,"Suite -720, Plot no 2,3,4",Commodity Exchange Building,opp Mathadi Bhavan Vashi,Navi Mumbai,APMC Market,MAHARASHTRA,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400705
3906,25e4dffdbf4957542df0c3a4e189a7bf,,,,"Mhasrul Shiwar, Nashik","Mhasrul Shiwar, Nashik",,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422004
3907,25edce6403863b65f6911b393dff6e7e,,G - 1,ROYAL ENCLAVE,SAINATH NAGAR,NERAL,ROYAL ENCLAVE,MAHARASHTRA,Konkan,Raigarh,Karjat,Bopele,410101
3908,25ee24aed8422a98aabbd8fb931ba5cf,,,,Western Express Highway,Borivali East,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400066
3909,25f14b97d295c302f9231f5ad6ab29d0,,,,WARDHA ROAD STATE HIGHWAY,SHIRMI KONDHALI,,MAHARASHTRA,Nagpur,Nagpur,Katol,Shirmi,441103
3910,25f20aafe880367086601d3c0c410fde,,101 1ST FLOOR,SUNDARA PLAZA CO-OP HSG SOC LTD,BAIL BAZAR ROAD,OPP APMC MARKET,BAIL BAZAR ROAD,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan,421301
3911,25f2d874627d06b6a07de995b14d75c4,,,,KALYAN MURBAD ROAD,ULHASNAGAR-1,,MAHARASHTRA,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421001
3912,25f31bd1b73a9c6b8e328eab0855fc54,,,,Bori,Bori,,MAHARASHTRA,Nagpur,Wardha,Seloo,Bori,442104
3913,25f660390c8c83490d77a64f728e2acf,,,,NANDGAON ROAD,OPP-MARKET,,MAHARASHTRA,Nashik,Nashik,Nandgaon,Manmad (M Cl),423104
3914,25f7097497ec7b4327727dc058c51127,,SHOP NO 1,ADARSH DAHISAR GAURAV CHSL,W. S. ROAD,DAHISRA (EAST),RAMKRISHNA HOTEL,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400068
3915,25f730c1657234309d8ab68e991f8f92,,,,Vijay Raut Road,Andheri East,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400093
3916,25ff24bf959b34d981906e914b393ad0,,,,NEAR WOX  COOLER,KORADI ROAD MOUZA ZINGABAI TAKLI,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440030
3917,260050fed4a5c136bdce59b15be2f936,,Shop No 02,Opp. Forest Office,Station Pada,Station Road,Kulgaon,MAHARASHTRA,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503
3918,2600c7379cda3cfcd02ed6cbfd11a755,FLAT NO 203,,SHIV POOJA PALACE,BLOCK NO.289,DAHA CHAWL ROAD,OPP SASANE RATION SHOP,MAHARASHTRA,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421004
3919,26081cf33e784e3080b5821c577c2e5b,,,,ARTLLARY CENTER ROAD AND MATHURA ROAD,SURVEY NO. 38 (PART) - VILLAGE VIHITGAON - MAHALAXMI ROAD NAKA,,MAHARASHTRA,Nashik,Nashik,Nashik,Deolali (CB),422401
3920,260f15965c6512be32d43f4fda75a7d4,,,,GOVIND BACCHAJI ROAD,CHARAI,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400602
3921,2610bc438191bc30e14520ba188bd435,,,,GUT NO 708 JALNA ROAD AURANGABAD,OPPSITE AURANGABAD AIRPORT CHIKALTHANA,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (M Corp.),431001
3922,2616511729a2a771bc29ce6377e41cdc,,,,CHIKHLOLI,AMBERNATH,,MAHARASHTRA,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421505
3923,2617b2a0097a983a3b50f303edb0ebb6,,,,valshet pashane road,valshet village,,MAHARASHTRA,Konkan,Thane,Shahapur,Valshet,421601
3924,2619b270b3a13c1d3380f6c2f49a9c9f,,Plot No 85,Frist Floor,Ambazari Lay Out,Shankar Nagar Nagpur,Near NIT Swimming Pool,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440033
3925,261acd9afa758ae269a2709798026feb,,CTS No 720,Transcon Triumph,Off New Link Road,Andheri West,Next to Oberoi Springs,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400053
3926,261bed0cc53e9a19d6f3992be653a383,,1,Swapnshri Apartment,Shegaon Road,Nagpurkar Cmplex,Swapnshri Apartment,MAHARASHTRA,Amravati,Amravati,Amravati,Amravati (M Corp.),444604
3927,261c2013801c654756e257526ccca55d,,,,,,,MAHARASHTRA,Nashik,Dhule,Dhule,Dhule (M Corp.),422002
3928,261d4ba32ca8f63c1f2e9c0a5a6182b1,,,,27th Road,Bandra West,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400050
3929,2622594f3052818dfd0e1f23781fdd00,,,,"Rodium Xpoint, 379, S.V. Road, Next to Shatabdi Hospital,",Kandivali W,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400067
3930,262756b55b7bf1cf07e577f4c454d086,,101,Balaji Arcade,S V Road,Kandivali West,Jain Derasar,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400067
3931,262b183a5b83163109b15c4cc110465c,,"203, A Wing",Peninsula Corporate Park,Ganpatrao Kadam Marg,Lower Parel,Ganpatrao Kadam Marg,MAHARASHTRA,Konkan,Mumbai City,Ward GSouth,GSouth-400013,400013
3932,262b5c90b0efb60b347dd7dadd59e818,,,,NA,Vihirgaon,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Vihirgaon,441207
3933,262e1f2d9eb553060ea9c9d5c91fd841,0,,KONARK BUNGALOW,COLLEGE ROAD,OPPOSITE BYK COLLEGE,KULKARNI BAGH,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422005
3934,262e9e0f92ad83495e00d02f199b137c,,"1104, 11th Floor",Dev Corpora,Eastern Express Highway,Thane West,Near Cadbury Junction,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400601
3935,2631440b0c9571c3c9627b370d0051fe,,,,MAHILA PATEL AGIARI LANE,BALARAM STREET GRANT ROAD,,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,,400007
3936,26316123f143ed9db872ffcf072990f5,,,,SURVEY NUMBER 328/1/2/1,"VILLAGE MASAT, SILVASSA",,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,Dadra & Nagar Haveli,,396230
3937,263c385e4d1e1312c24e877676892046,,1ST FLOOR,GAJRA CHAMBERS,MUMBAI AGRA HIGHWAY,KAMOD NAGAR,NEAR HOTEL SAI SAYA,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422009
3938,263d621361f011945a7e875dd4513f95,,,,PLOT NO 11 SR NO 963/1/1+963/1/2,NASHIK SHIWAR,,MAHARASHTRA,Nashik,Nashik,Nashik,,422009
3939,263dd579cba0fd460aa7d7dc56b532b4,,PLOT NO. 40,MOTIVILLA,ROAD NO. 6,JAWAHAR NAGAR,GOREGAON WEST,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400104
3940,264385fb445f42e371a63134279dd28e,,,,TP NO 169C,AMALNER,,MAHARASHTRA,Nashik,Jalgaon,Amalner,Amalner (M Cl),425401
3941,2644f88bea709f79bf6567c6313e5058,,"Shop no 1, P No 36/A",Omkar Height,Maheshwari Plaza,Chunchale Shiwar,Chunchale,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422010
3942,264574b798e7b41d079e2bae1e1193ce,,,,,,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,,400079
3943,26459cefe5fadb2258101e58ac428283,,H NO 594,MHB COLONY,NERA BUS STOP,SATPUR COLONY,BUS STOP,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422007
3944,2646bafb2d1344c4effcaddba7481da8,,104,B-58,SHANTINAGAR,SECTOR 3,MIRA ROAD,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107
3945,2647be28e0691ce599f0208c5e5d4a41,,,,PATHARDI SHIWAR,PATHARDI SHIWAR,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422010
3946,26485ff765d5a920c1036e76fe4716c3,,,,VILLAGE KHARI,TALUKA THANE,,MAHARASHTRA,Konkan,Thane,Thane,BHAYANDAR,401101
3947,2649e45b737278a621a087c1a2c29c62,,"C/311,",AKSHARDHAM,L B S MARG,GHATKOPAR WEST,NARAYAN NAGAR,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400086
3948,264aed925a9334f3b6dbc8441619c16f,,S NO. 207/6C/1,PLOT NO. 1,DINDORI ROAD,MHASRUL,NEAR STATE BANK OF INDIA,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422004
3949,264b46ecf3ffb0919f7be4e8149dd5a1,,,,M G Road,goregaon West,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400062
3950,2654fa5c05add8c6b9e0f2b1b6339e5d,,,,kole kalyan,mumbai,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400055
3951,265723404e5ebfb695c5c2a4f1618dab,,,,.,.,,MAHARASHTRA,Konkan,Mumbai City,Ward FSouth,FSouth-400033,400033
3952,2657658733df3624c0830c426d821a84,,,,,,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,,400060
3953,265a40e3380d48f4999cae19f071e9b3,,202,DAMJI SHAMJI UDYOG BHAVAN,VEERA DESAI ROAD,ANDHERI WEST,ANDHERI WEST,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400058
3954,266077d50360da08826e0966903e767d,,53 LEVEL II,DEWAN CENTER,S V ROAD,JOGESHWARI WEST,JOGESHWARI RAILWAY STATION,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400102
3955,2662d30410e559192d99d13fd67e6c72,,,,BHAKTI PARK,WADALA,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400037
3956,26635ecb09cb51f8b02cd57a50c2e54c,,,,ADIVALI DOKALI,AMBERNATH,,MAHARASHTRA,Konkan,Thane,Ambarnath,Adivali Dhokali,421306
3957,2664a5b41882d0694773e6fae6db07fc,,1,Hendre Castle,Gokhale Road North,Dadar West,Opp Anugraha Hotel,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400028
3958,266d027fcd06b1ad68d410accbbd039b,,4TH FLOOR,ABHYANKAR TOWERS,M. G. ROAD,M. G. ROAD,OPPOSITE BATA SHOWROOM,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422001
3959,266d265117cb26a7305b3af3a513f97a,,,,Dr Maheshwari Road,Mandvi,,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400009,400009
3960,266f4fcb3868edfee91559d73bfb13b2,,,,Kolbad Road,Khopat,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400602
3961,266feccbe1b6d7891554a591fdc9b3b8,,B/3,ASHIRWAD,L.T.ROAD,BORIVALI WEST,BABHAI NAKA,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400092
3962,267609e02756b80288bb5bd45b228f44,,SHOP NO 1,ARIZONA BUILDING,NEAR HDFC BANK,KOPRI,THANE EAST,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400608
3963,267eb39836047543700493e84ca65a45,,SHOP NO A BY 2,NAVODAY SOCIETY,SHANKARA NAGAR,DOMBIVALI EAST,NEAR JOPNDHALE COLLEGE SONARPADA,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421201
3964,2681228512c387e8cb7cefd58a6ed7f3,FALT NO 04,,HARMONY ESTATE,KATHE LANE,BANKAR CHOWK DWARKA,NEAR COSMOS BANK,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422011
3965,2685519876f552282fbc1f120bc5e330,,,,DR. AMBEDKAR ROAD,"KHAR DANDA, KHAR",,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400052
3966,268696e0f64178e862c7074271d628a5,,,,KALYAN E,KALYAN E,,MAHARASHTRA,Konkan,Thane,Kalyan,Tisgaon,421306
3967,2688b1d227dc7e9bd7d8238769eda281,,,,GARIBACHA WADA,NEAR SADGURU DARSHAN,,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421202
3968,268c2d816174c75d5294c25dbadb8d65,,301 Plot No 33,Sai Arpan Apartment,Khamla Road,Khamla Nagpur,Sneh Nagar,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440025
3969,26925a637d7f88bea779cf444e542bf1,,,,Hatkesh Road,Near GCC Club,,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),400107
3970,2695e50fbb2b58654c30a2a04a0a6719,,G4 C WING PLOT NO 35A 35B 36 37,PARIJAT TOWERS,SAKI VIHAR ROAD,SAKI VIHAR,OPP SUN SHRUSHTI,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400072
3971,2696bb8c920d2ab1812caa96d4f4852c,,,,"S. NO. 446/30, PLOT NO. 30, TAPOVAN LINK ROAD, NASHIK",OPPOSITE CHETNA HOSPITAL,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422011
3972,269c1b64df1af9b11ab65d956ce09e21,,,,VALLABH BAUG EXTENSION ROAD,GHATKOPAR EAST,,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400077
3973,26a1e4d71d7e26763fbcfedc0cac6f03,,,,J P ROAD,Andheri West,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400058
3974,26a3b27b65a3b12c8e0582e751fc3f7d,,,,"SHRI KRISHNA NAGAR C.H.S.,",BORIVALI EAST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400066
3975,26a453eaaac7c15b8ea3545ddbb82f7e,PLOT NO 7,,MANEWADA ROAD,NEAR MAHAKALI MANDIR,R M S COLONY,OLD SUBEDAR AYODHYA NAGAR,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440024
3976,26a7880c704cc8c610d3d1e2dc241bed,,1,MEDICAL SQUARE,NEAR SEWAGRAM GENERAL STORES,SEWAGRAM,SEWAGRAM,MAHARASHTRA,Nagpur,Wardha,Wardha,Sewagram,442102
3977,26a85661050c224120ee5b928900a8ca,,,,,,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Gotal Panjari,440034
3978,26abc455582c42a51e933ac9a01d2326,,,,CARTER ROAD NO 3,BORIVALI,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400066
3979,26ad59db299db77d6a8e5d34e5ac1412,Flat No 13,,Balaji Tower,Plot No 47 and 48,Gut No 107 Satara,Near Renukamata Kaman Sangram Nagar,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (M Corp.),431010
3980,26ad5b82ecfa831c36d131fc28dd6e12,,"SHOP NO 26,UPPER GROUND FLOOR",GANESH APARTMENT,KOTWAL NAGAR,KOTWAL NAGAR,GANESH APARTMENT,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),,440015
3981,26adb7fc63cf8755c120647b68ee9e16,,OFFICE 4,SAYERA APPARTMENT,PAKHAL ROAD,DWARKA,OPP. ANANDA LAUNDARY,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422010
3982,26af2cba6cfc554332c3999c17d6e372,SHOP NO 3,,ADITI PLAZA,GUDWARA ROAD,JAIRAJ NAGAR,GURUDWARA,MAHARASHTRA,Nagpur,Chandrapur,Chandrapur,Chandrapur (M Cl),442401
3983,26b2505f5cd993a69b6837631839a0be,,605/9,KRUSHAL COMMERCIAL COMPLEX,GM ROAD AMAR MAHAL,CHEMBUR WEST,ABOVE SHOPPERS STOP,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400089
3984,26b422e81fb1d8d2c39b1b463d8c520b,,,,MAHARASHTRA,NAGPUR,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),441110
3985,26b717a2f6706199a8cf95b6d26a51b9,"G-13, Wing A",,Suyojit City Center,Old Agra Road,Mumbai Naka,Opp. Mahamarg Bus Stand,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422001
3986,26bb412b6e282aba4fad3b0ebbc3b489,,,,MURLIDHAR VAJARE NAGAR,"NR ASHWINI HOSPITAL, GOVIND NAGAR",,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422009
3987,26bc2b8e7f01a1e9355b372b77eabd8f,,POTNO 38,GAJANAN NAGAR,TRIMURTI NAGAR,NIT GARDEN,TRIMURTI NAGAR,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440022
3988,26bc2ce29ff09fd2134a0d81e0c8e8a1,8,,VEDANT PLAZA,CHUMBLE MARG,BEHIND VED MANDIR,"TIDKE COLONY, TRIMBAK ROAD",MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422001
3989,26bcfe262031b355d77dc7e44164dd86,601-B,,KULSWAMINI RESIDENCY,SECT-13,KHAEGHAR,RAGHUNATH VIHAR,MAHARASHTRA,Konkan,Raigarh,Panvel,Kharghar,410210
3990,26bd7c1a02b198ccac4257a8dc9421ef,,10,GANESHWADI,M J MARKET,ZAVERI BAZAR,OPP TBZ,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400002,400002
3991,26c250de29755a685bc049b21728822c,,F-6,Eternity Commercial Complex,Teen Hath Naka,Thane West,Eastern Highway,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400604
3992,26cadc584e92950200aa5512eec462cb,,shop no 2,RAMCHANDRA KRUPA,NAVAPADA,SUBHASH ROAD,-,MAHARASHTRA,Konkan,Thane,Kalyan,Asade,421201
3993,26d056456724d51353b01a4b9279fb35,,,,DINDORI ROAD,NASHIK,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422004
3994,26d197a81462fe227108a6cced21c11f,,7 UPPER GROUND FLOOR,NEW PALIKA COMPLEX,0,RAJKAMAL SQUARE,0,MAHARASHTRA,Amravati,Amravati,Amravati,Amravati (M Corp.),444601
3995,26d2dbdc74761866cda14d77a0fc74b3,,,,"Hanuman Nagar, Akurli Cross Road",Lokhandwala Complex Kandivali East Mumbai,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,,400101
3996,26d2e46053af1a2149822907c03f688f,,,,"Labdhi Gardens,Dahivali tarf varedi,Neral -Karjat",Neral,,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,410101
3997,26d340b8ef14c2cdec1c229db069c48b,,,,,,,MAHARASHTRA,Nashik,Jalgaon,Jalgaon,Pimprala,425001
3998,26d6a8ba834390bd4131ada367e004a5,,1,Laxmi Baug Society,Trimbak road,Tidke Colony,Near Raja Shivaji kendra,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422002
3999,26d74d009559b80ed0e218d10d037b7d,,,,"Village Belavali, JADHAV NAGAR",KATRAP ROAD,,MAHARASHTRA,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503
4000,26da1807406af8007db257ceb490b610,,,,"PLOT NO.1, S NO.1067 B+C",SINNAR,,MAHARASHTRA,Nashik,Nashik,Sinnar,Sinnar,422103
4001,26dfecb6fead12265673a5158d62c08a,,"SHOP NO. 13, BUILDING NO. 04,","LILY VIEW SRA CHS LTD,","SHARMA ESTATE, S.V ROAD",JOGESHWARI (WEST),BEHIND MINA INTERNATIONAL HOTEL,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400102
4002,26e38425ea2491231a6af1b15a95d7b1,,,,Popco colony Road,Andheri west,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400061
4003,26e5cf1a8eaa929a86307298fcc64d6e,,--,Radhakunj Bunglow,Maryland Complex I C Colony Borivali West,Borivali West,Near Corporation Bank,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400103
4004,26ea1eb4df0e0ba6161a76efc05912d9,,,,"S NO 143 H NO 7, CHIKHLOLI VILLAGE",AMBERNATH WEST,,MAHARASHTRA,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501
4005,26ead4893256d7f44d2808bee44f34b2,,,,GANGAPUR ROAD,NEAR ATHARV LAWNS,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422013
4006,26eb7976213df9951b94164eacaab0b2,,1002,DIVYA PARSHWA APT,DERSAER LANE,HARIDAS NAGAR,OPP GETANJALI DERASER,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400092
4007,26ec3daff26317e735e27c2ff3616791,,3rd Floor,Aman Chambers,Veer Savarkar Road,Prabhadevi,Opposite Bengal Chemicals,MAHARASHTRA,Konkan,Mumbai City,Ward GSouth,GSouth-400025,400025
4008,26eff9d316e8f73842211aacee2ea377,,,,CHANDSHI MAKHAMALABAD,NASHIK,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422003
4009,26f23004a23666a64bc26ad3e587f004,,20,RAJAT ARCADE,AMRAWATI ROAD,WADI,RAHUL HOTEL,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Wadi,440023
4010,26f2ab24ced548498e3413cc838a6b3e,,,,"VILLAGE KONDAVITA, AT J.B.NAGAR","ANDHERI EAST, MUMBAI",,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400093
4011,26f33801770911426d2a2b0ad12db919,,PLOT NO. A221,SAMRIN HOUSE,16V,WAGALE ESTATE MIDC,NEAR BRADMA COMPANY,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400604
4012,27013f24cdf799d75f538f6a11d18e34,,,,RBK SCHOOL LANE,BEVERLY PARK,,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107
4013,2702d99e3458cd335528a5240b841abd,,,,,,,MAHARASHTRA,Konkan,Thane,Shahapur,Sakurli,421601
4014,270353a4ae438361471bb5d407f33b29,,PLOT NO 237,IN FRONT OF PETROL PUMP,BESA SQUARE,BESA,BESA,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Besa,440034
4015,2703638dfe3355ad83b9a86b6514962d,,401,Raheja Chambers,213,NARIMAN POINT,NARIMAN POINT,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400021,400021
4016,2705ff6574993c73b51129511b2fc998,,,,VILLAGE AYRE,DOMBIVALI EAST,,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421201
4017,270632ba9baeaffc78e1df4da86d5893,,,,TANK ROAD,HARIJAN COLONY VALMIKI NAGAR,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400078
4018,2707104e352f8b02c406b07dee31a63b,,,,MOUZA- AMBAZARI,DHARAMPETH,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440010
4019,27089f1ea798be095d3ac2dd078dc4b7,,,,Lady Jamshetji Road,"Shivaji Park, Dadar West",,MAHARASHTRA,Konkan,Mumbai City,Ward GNorth,GNorth-400028,400028
4020,2708f760e93f6f07aed912620c05deaf,,146-147,PRAJAPATI CONSTRUCTIONS LTD,LAKRI BUNDER ROAD,DARUKHANA,BEHIND KARAN STEEL,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400010
4021,2709f1ae3b1609393efe3d3bb7cb8484,,,,HEMUKALANI ROAD NO 4,KANDIVALI WEST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400067
4022,270ac41fa3cadcba3851d7f6aea12676,,"701/702,","BALAJI BUSINESS CENTER, RAM MILAN CSL",SUBHASH ROAD,VILE PARLE EAST,OPP SBI,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400057
4023,270c3117aeb00854546eb3e760c3bbfc,,Flat No 101,Snehal Apartment,Joshi wadi Main Road,Gopal Nagar,Near Hanuman mandir,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440012
4024,270e4b5911c2342023e3ad9797eb6170,,,,SHIVAJI PATH,PATHARLI,,MAHARASHTRA,Konkan,Thane,Kalyan,DOMBIVLI,421201
4025,270e9835c7bedec0c95e25dc7d1a1c13,,,,Motiwala Nagar,Byjipura,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (M Corp.),431001
4026,27104c58e375623f26a07c7793faf336,,,,WADALA ROAD,MAUJE NASHIK CITY - 4 SHIWAR WADALA ROAD NASHIK,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422006
4027,271296b3ec50444169f25eb0d0ccc63f,,CTS No 572 Plot No 208,Vidya Nidhi,Road No 14 Jawahar Nagar,Goregaon West,Near IB Patel School,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400104
4028,2717bf78fe4159e31a1a262960c4778d,,6/204,SARLA NAGAR CHS LTD,MANPADA ROAD,SHIVAJI UDYOG NAGAR,OPP HOTEL PRASHANT,MAHARASHTRA,Konkan,Thane,Kalyan,DOMBIVLI,421201
4029,271a1fcc0dcf405b82d312a1cc994fb0,,,,RUI-ZARI ROAD,"Near MBA College, Zari village, Grampanchayat Rui, Nagpur Gramin Nagpur",,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Zari,441108
4030,271c3ad2abc048611d42c0fc3729ca8f,3RD FLOOR,,PATEL COMPLEX,"OFF S.V.ROAD, MAMLATDAR WADI",MALAD WEST,SARASWAT BANK,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400064
4031,271e08dcc904f603780e92939403d368,,PLOT NO.368,VISHRANI NIWAS,BHANDARKAR ROAD,MATUNGA C.R.,MATUNGA POST OFFICE,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400019
4032,27205905a566d1bcc46a16ce1b325546,,,,WARDHA ROAD,NEAR JAMTHA,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Dongargaon (535897),441108
4033,27207b07ec2d482386290f2304b1c296,,,,WARDHA ROAD,AJNI,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440015
